Token	POS-Tag	OOV	Id	Index	Documento
Indivíduo	NOUN	1	1	0	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	1	1	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
numero	NOUN	1	1	2	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
1	NUM	0	1	3	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
registrado	VERB	0	1	4	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
pela	ADP	0	1	5	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
equipe	NOUN	0	1	6	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
do	ADP	0	1	7	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Trecho	PROPN	1	1	8	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
04	NUM	0	1	9	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
na	ADP	0	1	10	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
cidade	NOUN	0	1	11	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	1	12	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Penha	PROPN	0	1	13	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
(	PUNCT	0	1	14	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Santa	PROPN	0	1	15	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Catarina	PROPN	0	1	16	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
)	PUNCT	0	1	17	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	1	18	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
atraves	NOUN	1	1	19	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	1	20	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
monitoramento	NOUN	1	1	21	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
do	ADP	0	1	22	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
tipo	NOUN	0	1	23	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Acionamento	NOUN	1	1	24	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
com	ADP	0	1	25	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
a	DET	0	1	26	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
mare	PROPN	1	1	27	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Vazante	PROPN	1	1	28	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
e	CCONJ	0	1	29	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
vento	NOUN	0	1	30	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Sudoeste	ADJ	1	1	31	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	1	32	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie	NOUN	1	1	33	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
:	PUNCT	0	1	34	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Chelonia	PROPN	1	1	35	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
mydas	PROPN	1	1	36	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	1	37	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Juvenil	PROPN	0	1	38	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Sim	PROPN	0	1	39	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	1	40	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	1	41	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	1	42	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
esta	DET	0	1	43	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
ameacada	NOUN	1	1	44	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	1	45	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
extincao	NOUN	1	1	46	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	1	47	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi	AUX	0	1	48	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
encontrado	VERB	0	1	49	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Morto	PROPN	1	1	50	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
em	ADP	0	1	51	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
ambiente	NOUN	0	1	52	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Rochoso	ADJ	1	1	53	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
com	ADP	0	1	54	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
o	DET	0	1	55	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Cod	PROPN	1	1	56	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	1	57	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
carcaca	ADJ	1	1	58	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
4	NUM	0	1	59	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
e	CCONJ	0	1	60	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Não	ADV	0	1	61	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
apresentava	VERB	0	1	62	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
oleo	NOUN	1	1	63	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	1	64	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo	NOUN	1	2	0	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	2	1	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
numero	NOUN	1	2	2	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
2	NUM	0	2	3	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
registrado	VERB	0	2	4	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
pela	ADP	0	2	5	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
equipe	NOUN	0	2	6	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
do	ADP	0	2	7	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Trecho	PROPN	1	2	8	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
04	NUM	0	2	9	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
na	ADP	0	2	10	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
cidade	NOUN	0	2	11	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
